Title,URL handle,Description,Vendor,Product category,Type,Tags,Published on online store,Status,SKU,Barcode,Option1 name,Option1 value,Option1 Linked To,Option2 name,Option2 value,Option2 Linked To,Option3 name,Option3 value,Option3 Linked To,Price,Compare-at price,Cost per item,Charge tax,Tax code,Unit price total measure,Unit price total measure unit,Unit price base measure,Unit price base measure unit,Inventory tracker,Inventory quantity,Continue selling when out of stock,Weight value (grams),Weight unit for display,Requires shipping,Fulfillment service,Gift card,SEO title,SEO description,Google Shopping / Google product category,Google Shopping / Condition,Collections
Akwa Fullgain Flat LED 18W 60cm,akwa-fullgain-flat-led-18w-60cm,Fullgain flat LED 18W 60cm,Akwa,Aquarium & Pond > Lighting,LED Light,led;akwa;fullgain;flat;18w;60cm,TRUE,draft,FG0302,,,,,,,,,,,0,0,0,TRUE,,,,,,shopify,10,DENY,250,g,TRUE,manual,FALSE,Akwa Fullgain Flat LED 18W 60cm | AquaCube South Africa,Shop Akwa Fullgain Flat LED 18W 60cm online. Quality aquarium equipment at competitive prices. Fast delivery SA-wide.,Pet Supplies > Fish Supplies > Aquarium Lighting,New,Lighting
Akwa Fullgain Flat LED 22W 75cm,akwa-fullgain-flat-led-22w-75cm,Fullgain flat LED 22W 75cm,Akwa,Aquarium & Pond > Lighting,LED Light,led;akwa;fullgain;flat;22w;75cm,TRUE,Active,FG0303,,,,,,,,,,,1201.30,,580.35,TRUE,,,,,,shopify,10,DENY,280,g,TRUE,manual,FALSE,Akwa Fullgain Flat LED 22W 75cm | AquaCube South Africa,Shop Akwa Fullgain Flat LED 22W 75cm online. Quality aquarium equipment at competitive prices. Fast delivery SA-wide.,Pet Supplies > Fish Supplies > Aquarium Lighting,New,Lighting
Akwa Fullgain Flat LED 26W 90cm,akwa-fullgain-flat-led-26w-90cm,Fullgain flat LED 26W 90cm,Akwa,Aquarium & Pond > Lighting,LED Light,led;akwa;fullgain;flat;26w;90cm,TRUE,Active,FG0304,,,,,,,,,,,1450.25,,700.60,TRUE,,,,,,shopify,10,DENY,300,g,TRUE,manual,FALSE,Akwa Fullgain Flat LED 26W 90cm | AquaCube South Africa,Shop Akwa Fullgain Flat LED 26W 90cm online. Quality aquarium equipment at competitive prices. Fast delivery SA-wide.,Pet Supplies > Fish Supplies > Aquarium Lighting,New,Lighting
Akwa Ocean Max LED T4-200 White 4W,akwa-ocean-max-led-t4-200-white-4w,Ocean Max T4-200 white LED 4W,Akwa,Aquarium & Pond > Lighting,Submersible LED,led;akwa;ocean-max;t4;white;4w,TRUE,Active,LED4200W,,,,,,,,,,,129.17,,86.40,TRUE,,,,,,shopify,10,DENY,150,g,TRUE,manual,FALSE,Akwa Ocean Max LED T4-200 White 4W | AquaCube South Africa,Shop Akwa Ocean Max LED T4-200 White 4W online. Quality aquarium equipment at competitive prices. Fast delivery SA-wide.,Pet Supplies > Fish Supplies > Aquarium Lighting,New,Lighting
Akwa Ocean Max LED T4-200 Blue White 4W,akwa-ocean-max-led-t4-200-blue-white-4w,Ocean Max T4-200 blue white LED 4W,Akwa,Aquarium & Pond > Lighting,Submersible LED,led;akwa;ocean-max;t4;blue-white;4w,TRUE,Active,LED4200BW,,,,,,,,,,,129.17,,86.40,TRUE,,,,,,shopify,10,DENY,150,g,TRUE,manual,FALSE,Akwa Ocean Max LED T4-200 Blue White 4W | AquaCube South Africa,Shop Akwa Ocean Max LED T4-200 Blue White 4W online. Quality aquarium equipment at competitive prices. Fast delivery SA-wide.,Pet Supplies > Fish Supplies > Aquarium Lighting,New,Lighting
Akwa Ocean Max LED T4-300 White 6W,akwa-ocean-max-led-t4-300-white-6w,Ocean Max T4-300 white LED 6W,Akwa,Aquarium & Pond > Lighting,Submersible LED,led;akwa;ocean-max;t4;white;6w,TRUE,Active,LED4300W,,,,,,,,,,,141.35,,94.55,TRUE,,,,,,shopify,10,DENY,160,g,TRUE,manual,FALSE,Akwa Ocean Max LED T4-300 White 6W | AquaCube South Africa,Shop Akwa Ocean Max LED T4-300 White 6W online. Quality aquarium equipment at competitive prices. Fast delivery SA-wide.,Pet Supplies > Fish Supplies > Aquarium Lighting,New,Lighting
Akwa Ocean Max LED T4-300 Blue White 6W,akwa-ocean-max-led-t4-300-blue-white-6w,Ocean Max T4-300 blue white LED 6W,Akwa,Aquarium & Pond > Lighting,Submersible LED,led;akwa;ocean-max;t4;blue-white;6w,TRUE,Active,LED4300BW,,,,,,,,,,,141.35,,94.55,TRUE,,,,,,shopify,10,DENY,160,g,TRUE,manual,FALSE,Akwa Ocean Max LED T4-300 Blue White 6W | AquaCube South Africa,Shop Akwa Ocean Max LED T4-300 Blue White 6W online. Quality aquarium equipment at competitive prices. Fast delivery SA-wide.,Pet Supplies > Fish Supplies > Aquarium Lighting,New,Lighting
Akwa Ocean Max LED T4-400 White 7.5W,akwa-ocean-max-led-t4-400-white-7-5w,Ocean Max T4-400 white LED 7.5W,Akwa,Aquarium & Pond > Lighting,Submersible LED,led;akwa;ocean-max;t4;white;7.5w,TRUE,Active,LED4400W,,,,,,,,,,,149.28,,99.85,TRUE,,,,,,shopify,10,DENY,170,g,TRUE,manual,FALSE,Akwa Ocean Max LED T4-400 White 7.5W | AquaCube South Africa,Shop Akwa Ocean Max LED T4-400 White 7.5W online. Quality aquarium equipment at competitive prices. Fast delivery SA-wide.,Pet Supplies > Fish Supplies > Aquarium Lighting,New,Lighting
Akwa Ocean Max LED T4-400 Blue White 7.5W,akwa-ocean-max-led-t4-400-blue-white-7-5w,Ocean Max T4-400 blue white LED 7.5W,Akwa,Aquarium & Pond > Lighting,Submersible LED,led;akwa;ocean-max;t4;blue-white;7.5w,TRUE,Active,LED4400BW,,,,,,,,,,,149.28,,99.85,TRUE,,,,,,shopify,10,DENY,170,g,TRUE,manual,FALSE,Akwa Ocean Max LED T4-400 Blue White 7.5W | AquaCube South Africa,Shop Akwa Ocean Max LED T4-400 Blue White 7.5W online. Quality aquarium equipment at competitive prices. Fast delivery SA-wide.,Pet Supplies > Fish Supplies > Aquarium Lighting,New,Lighting
Akwa Ocean Max LED T4-500 White 8W,akwa-ocean-max-led-t4-500-white-8w,Ocean Max T4-500 white LED 8W,Akwa,Aquarium & Pond > Lighting,Submersible LED,led;akwa;ocean-max;t4;white;8w,TRUE,Active,LED4500W,,,,,,,,,,,164.07,,109.75,TRUE,,,,,,shopify,10,DENY,180,g,TRUE,manual,FALSE,Akwa Ocean Max LED T4-500 White 8W | AquaCube South Africa,Shop Akwa Ocean Max LED T4-500 White 8W online. Quality aquarium equipment at competitive prices. Fast delivery SA-wide.,Pet Supplies > Fish Supplies > Aquarium Lighting,New,Lighting
Akwa Ocean Max LED T4-500 Blue White 8W,akwa-ocean-max-led-t4-500-blue-white-8w,Ocean Max T4-500 blue white LED 8W,Akwa,Aquarium & Pond > Lighting,Submersible LED,led;akwa;ocean-max;t4;blue-white;8w,TRUE,Active,LED4500BW,,,,,,,,,,,164.07,,109.75,TRUE,,,,,,shopify,10,DENY,180,g,TRUE,manual,FALSE,Akwa Ocean Max LED T4-500 Blue White 8W | AquaCube South Africa,Shop Akwa Ocean Max LED T4-500 Blue White 8W online. Quality aquarium equipment at competitive prices. Fast delivery SA-wide.,Pet Supplies > Fish Supplies > Aquarium Lighting,New,Lighting
Akwa Ocean Max LED T4-600 White 10W,akwa-ocean-max-led-t4-600-white-10w,Ocean Max T4-600 white LED 10W,Akwa,Aquarium & Pond > Lighting,Submersible LED,led;akwa;ocean-max;t4;white;10w,TRUE,Active,LED4600W,,,,,,,,,,,213.78,,143.00,TRUE,,,,,,shopify,10,DENY,190,g,TRUE,manual,FALSE,Akwa Ocean Max LED T4-600 White 10W | AquaCube South Africa,Shop Akwa Ocean Max LED T4-600 White 10W online. Quality aquarium equipment at competitive prices. Fast delivery SA-wide.,Pet Supplies > Fish Supplies > Aquarium Lighting,New,Lighting
Akwa Ocean Max LED T4-600 Blue White 10W,akwa-ocean-max-led-t4-600-blue-white-10w,Ocean Max T4-600 blue white LED 10W,Akwa,Aquarium & Pond > Lighting,Submersible LED,led;akwa;ocean-max;t4;blue-white;10w,TRUE,Active,LED4600BW,,,,,,,,,,,176.27,,117.90,TRUE,,,,,,shopify,10,DENY,190,g,TRUE,manual,FALSE,Akwa Ocean Max LED T4-600 Blue White 10W | AquaCube South Africa,Shop Akwa Ocean Max LED T4-600 Blue White 10W online. Quality aquarium equipment at competitive prices. Fast delivery SA-wide.,Pet Supplies > Fish Supplies > Aquarium Lighting,New,Lighting
Akwa Ocean Max LED T4-800 White 13.6W,akwa-ocean-max-led-t4-800-white-13-6w,Ocean Max T4-800 white LED 13.6W,Akwa,Aquarium & Pond > Lighting,Submersible LED,led;akwa;ocean-max;t4;white;13.6w,TRUE,Active,LED4800W,,,,,,,,,,,207.73,,138.95,TRUE,,,,,,shopify,10,DENY,200,g,TRUE,manual,FALSE,Akwa Ocean Max LED T4-800 White 13.6W | AquaCube South Africa,Shop Akwa Ocean Max LED T4-800 White 13.6W online. Quality aquarium equipment at competitive prices. Fast delivery SA-wide.,Pet Supplies > Fish Supplies > Aquarium Lighting,New,Lighting
Akwa Ocean Max LED T4-800 Blue White 13.6W,akwa-ocean-max-led-t4-800-blue-white-13-6w,Ocean Max T4-800 blue white LED 13.6W,Akwa,Aquarium & Pond > Lighting,Submersible LED,led;akwa;ocean-max;t4;blue-white;13.6w,TRUE,Active,LED4800BW,,,,,,,,,,,239.12,,159.95,TRUE,,,,,,shopify,10,DENY,200,g,TRUE,manual,FALSE,Akwa Ocean Max LED T4-800 Blue White 13.6W | AquaCube South Africa,Shop Akwa Ocean Max LED T4-800 Blue White 13.6W online. Quality aquarium equipment at competitive prices. Fast delivery SA-wide.,Pet Supplies > Fish Supplies > Aquarium Lighting,New,Lighting
Akwa Ocean Max LED T4-1000 White 16.5W,akwa-ocean-max-led-t4-1000-white-16-5w,Ocean Max T4-1000 white LED 16.5W,Akwa,Aquarium & Pond > Lighting,Submersible LED,led;akwa;ocean-max;t4;white;16.5w,TRUE,Active,LED41000W,,,,,,,,,,,270.52,,180.95,TRUE,,,,,,shopify,10,DENY,210,g,TRUE,manual,FALSE,Akwa Ocean Max LED T4-1000 White 16.5W | AquaCube South Africa,Shop Akwa Ocean Max LED T4-1000 White 16.5W online. Quality aquarium equipment at competitive prices. Fast delivery SA-wide.,Pet Supplies > Fish Supplies > Aquarium Lighting,New,Lighting
Akwa Ocean Max LED T4-1000 Blue White 16.5W,akwa-ocean-max-led-t4-1000-blue-white-16-5w,Ocean Max T4-1000 blue white LED 16.5W,Akwa,Aquarium & Pond > Lighting,Submersible LED,led;akwa;ocean-max;t4;blue-white;16.5w,TRUE,Active,LED41000BW,,,,,,,,,,,239.12,,159.95,TRUE,,,,,,shopify,10,DENY,210,g,TRUE,manual,FALSE,Akwa Ocean Max LED T4-1000 Blue White 16.5W | AquaCube South Africa,Shop Akwa Ocean Max LED T4-1000 Blue White 16.5W online. Quality aquarium equipment at competitive prices. Fast delivery SA-wide.,Pet Supplies > Fish Supplies > Aquarium Lighting,New,Lighting
Akwa Dophin 25W Heater,akwa-dophin-25w-heater,Dophin 25W aquarium heater,Akwa,Aquarium & Pond > Heaters,Heater,heater;akwa;dophin;25w,TRUE,Active,HTR0202,,,,,,,,,,,222.83,,149.05,TRUE,,,,,,shopify,10,DENY,300,g,TRUE,manual,FALSE,Akwa Dophin 25W Heater | AquaCube South Africa,Shop Akwa Dophin 25W Heater online. Quality aquarium equipment at competitive prices. Fast delivery SA-wide.,Pet Supplies > Fish Supplies > Aquarium Heaters & Chillers,New,Heaters
Akwa Dophin 50W Heater,akwa-dophin-50w-heater,Dophin 50W aquarium heater,Akwa,Aquarium & Pond > Heaters,Heater,heater;akwa;dophin;50w,TRUE,Active,HTR0205,,,,,,,,,,,222.83,,149.05,TRUE,,,,,,shopify,10,DENY,350,g,TRUE,manual,FALSE,Akwa Dophin 50W Heater | AquaCube South Africa,Shop Akwa Dophin 50W Heater online. Quality aquarium equipment at competitive prices. Fast delivery SA-wide.,Pet Supplies > Fish Supplies > Aquarium Heaters & Chillers,New,Heaters
Akwa Dophin 100W Heater,akwa-dophin-100w-heater,Dophin 100W aquarium heater,Akwa,Aquarium & Pond > Heaters,Heater,heater;akwa;dophin;100w,TRUE,Active,HTR0210,,,,,,,,,,,232.77,,155.70,TRUE,,,,,,shopify,10,DENY,400,g,TRUE,manual,FALSE,Akwa Dophin 100W Heater | AquaCube South Africa,Shop Akwa Dophin 100W Heater online. Quality aquarium equipment at competitive prices. Fast delivery SA-wide.,Pet Supplies > Fish Supplies > Aquarium Heaters & Chillers,New,Heaters
Akwa Dophin 150W Heater 300mm,akwa-dophin-150w-heater-300mm,Dophin 150W heater 300mm length,Akwa,Aquarium & Pond > Heaters,Heater,heater;akwa;dophin;150w;300mm,TRUE,Active,HTR0215,,,,,,,,,,,232.77,,155.70,TRUE,,,,,,shopify,10,DENY,450,g,TRUE,manual,FALSE,Akwa Dophin 150W Heater 300mm | AquaCube South Africa,Shop Akwa Dophin 150W Heater 300mm online. Quality aquarium equipment at competitive prices. Fast delivery SA-wide.,Pet Supplies > Fish Supplies > Aquarium Heaters & Chillers,New,Heaters
Akwa Dophin 200W Heater 310mm,akwa-dophin-200w-heater-310mm,Dophin 200W heater 310mm length,Akwa,Aquarium & Pond > Heaters,Heater,heater;akwa;dophin;200w;310mm,TRUE,Active,HTR0220,,,,,,,,,,,253.18,,169.35,TRUE,,,,,,shopify,10,DENY,500,g,TRUE,manual,FALSE,Akwa Dophin 200W Heater 310mm | AquaCube South Africa,Shop Akwa Dophin 200W Heater 310mm online. Quality aquarium equipment at competitive prices. Fast delivery SA-wide.,Pet Supplies > Fish Supplies > Aquarium Heaters & Chillers,New,Heaters
Akwa Dophin 300W Heater 360mm,akwa-dophin-300w-heater-360mm,Dophin 300W heater 360mm length,Akwa,Aquarium & Pond > Heaters,Heater,heater;akwa;dophin;300w;360mm,TRUE,Active,HTR0230,,,,,,,,,,,253.18,,169.35,TRUE,,,,,,shopify,10,DENY,550,g,TRUE,manual,FALSE,Akwa Dophin 300W Heater 360mm | AquaCube South Africa,Shop Akwa Dophin 300W Heater 360mm online. Quality aquarium equipment at competitive prices. Fast delivery SA-wide.,Pet Supplies > Fish Supplies > Aquarium Heaters & Chillers,New,Heaters
Akwa Dophin 500W Heater,akwa-dophin-500w-heater,Dophin 500W aquarium heater,Akwa,Aquarium & Pond > Heaters,Heater,heater;akwa;dophin;500w,TRUE,Active,HTR0250,,,,,,,,,,,319.18,,213.50,TRUE,,,,,,shopify,10,DENY,600,g,TRUE,manual,FALSE,Akwa Dophin 500W Heater | AquaCube South Africa,Shop Akwa Dophin 500W Heater online. Quality aquarium equipment at competitive prices. Fast delivery SA-wide.,Pet Supplies > Fish Supplies > Aquarium Heaters & Chillers,New,Heaters
Akwa SunSun XRB-600W Heater,akwa-sunsun-xrb-600w-heater,SunSun 600W aquarium heater,Akwa,Aquarium & Pond > Heaters,Heater,heater;akwa;sunsun;xrb;600w,TRUE,Active,HTR0600,,,,,,,,,,,736.81,,492.85,TRUE,,,,,,shopify,10,DENY,700,g,TRUE,manual,FALSE,Akwa SunSun XRB-600W Heater | AquaCube South Africa,Shop Akwa SunSun XRB-600W Heater online. Quality aquarium equipment at competitive prices. Fast delivery SA-wide.,Pet Supplies > Fish Supplies > Aquarium Heaters & Chillers,New,Heaters
Akwa SunSun XRB-1000W Heater,akwa-sunsun-xrb-1000w-heater,SunSun 1000W aquarium heater,Akwa,Aquarium & Pond > Heaters,Heater,heater;akwa;sunsun;xrb;1000w,TRUE,Active,HTR1000,,,,,,,,,,,736.81,,492.85,TRUE,,,,,,shopify,10,DENY,800,g,TRUE,manual,FALSE,Akwa SunSun XRB-1000W Heater | AquaCube South Africa,Shop Akwa SunSun XRB-1000W Heater online. Quality aquarium equipment at competitive prices. Fast delivery SA-wide.,Pet Supplies > Fish Supplies > Aquarium Heaters & Chillers,New,Heaters
Akwa AC/DC Air Pump APQ-505 510L/H,akwa-ac-dc-air-pump-apq-505-510lh,AC/DC air pump 510L/H,Akwa,Aquarium & Pond > Aeration,Air Pump,pump;air;akwa;apq;510lh,TRUE,Active,APS0505,,,,,,,,,,,1631.57,,1091.35,TRUE,,,,,,shopify,10,DENY,500,g,TRUE,manual,FALSE,Akwa AC/DC Air Pump APQ-505 510L/H | AquaCube South Africa,Shop Akwa AC/DC Air Pump APQ-505 510L/H online. Quality aquarium equipment at competitive prices. Fast delivery SA-wide.,Pet Supplies > Fish Supplies > Aquarium Air Pumps & Filters,New,Aeration
Akwa AC/DC Air Pump APQ-510 1020L/H,akwa-ac-dc-air-pump-apq-510-1020lh,AC/DC air pump 1020L/H,Akwa,Aquarium & Pond > Aeration,Air Pump,pump;air;akwa;apq;1020lh,TRUE,Active,APS0510,,,,,,,,,,,1631.57,,1091.35,TRUE,,,,,,shopify,10,DENY,600,g,TRUE,manual,FALSE,Akwa AC/DC Air Pump APQ-510 1020L/H | AquaCube South Africa,Shop Akwa AC/DC Air Pump APQ-510 1020L/H online. Quality aquarium equipment at competitive prices. Fast delivery SA-wide.,Pet Supplies > Fish Supplies > Aquarium Air Pumps & Filters,New,Aeration
Akwa AC/DC Air Pump JT-203S 240L/H,akwa-ac-dc-air-pump-jt-203s-240lh,AC/DC air pump 240L/H,Akwa,Aquarium & Pond > Aeration,Air Pump,pump;air;akwa;jt;240lh,TRUE,Active,APS0203,,,,,,,,,,,614.59,,411.10,TRUE,,,,,,shopify,10,DENY,400,g,TRUE,manual,FALSE,Akwa AC/DC Air Pump JT-203S 240L/H | AquaCube South Africa,Shop Akwa AC/DC Air Pump JT-203S 240L/H online. Quality aquarium equipment at competitive prices. Fast delivery SA-wide.,Pet Supplies > Fish Supplies > Aquarium Air Pumps & Filters,New,Aeration
Akwa Gravel Cleaner Small 250mm,akwa-gravel-cleaner-small-250mm,Small gravel cleaner 250mm,Akwa,Aquarium & Pond > Maintenance,Gravel Cleaner,cleaner;gravel;akwa;small;250mm,TRUE,Active,GRC0001,,,,,,,,,,,156.40,,75.55,TRUE,,,,,,shopify,10,DENY,200,g,TRUE,manual,FALSE,Akwa Gravel Cleaner Small 250mm | AquaCube South Africa,Shop Akwa Gravel Cleaner Small 250mm online. Quality aquarium equipment at competitive prices. Fast delivery SA-wide.,Pet Supplies > Fish Supplies > Aquarium Maintenance Supplies,New,Maintenance
Akwa Gravel Cleaner Large 350mm,akwa-gravel-cleaner-large-350mm,Large gravel cleaner 350mm,Akwa,Aquarium & Pond > Maintenance,Gravel Cleaner,cleaner;gravel;akwa;large;350mm,TRUE,Active,GRC0002,,,,,,,,,,,184.65,,89.20,TRUE,,,,,,shopify,10,DENY,250,g,TRUE,manual,FALSE,Akwa Gravel Cleaner Large 350mm | AquaCube South Africa,Shop Akwa Gravel Cleaner Large 350mm online. Quality aquarium equipment at competitive prices. Fast delivery SA-wide.,Pet Supplies > Fish Supplies > Aquarium Maintenance Supplies,New,Maintenance
Akwa Dophin Magnetic Cleaner Small,akwa-dophin-magnetic-cleaner-small,Dophin floating magnet cleaner small,Akwa,Aquarium & Pond > Maintenance,Magnet Cleaner,cleaner;magnet;akwa;dophin;small,TRUE,Active,MAG0001,,,,,,,,,,,178.45,,86.20,TRUE,,,,,,shopify,10,DENY,100,g,TRUE,manual,FALSE,Akwa Dophin Magnetic Cleaner Small | AquaCube South Africa,Shop Akwa Dophin Magnetic Cleaner Small online. Quality aquarium equipment at competitive prices. Fast delivery SA-wide.,Pet Supplies > Fish Supplies > Aquarium Maintenance Supplies,New,Maintenance
Akwa Dophin Magnetic Cleaner Medium,akwa-dophin-magnetic-cleaner-medium,Dophin floating magnet cleaner medium,Akwa,Aquarium & Pond > Maintenance,Magnet Cleaner,cleaner;magnet;akwa;dophin;medium,TRUE,Active,MAG0002,,,,,,,,,,,270.15,,130.50,TRUE,,,,,,shopify,10,DENY,120,g,TRUE,manual,FALSE,Akwa Dophin Magnetic Cleaner Medium | AquaCube South Africa,Shop Akwa Dophin Magnetic Cleaner Medium online. Quality aquarium equipment at competitive prices. Fast delivery SA-wide.,Pet Supplies > Fish Supplies > Aquarium Maintenance Supplies,New,Maintenance
