Title,URL handle,Description,Vendor,Product category,Type,Tags,Published on online store,Status,SKU,Barcode,Option1 name,Option1 value,Option1 Linked To,Option2 name,Option2 value,Option2 Linked To,Option3 name,Option3 value,Option3 Linked To,Price,Compare-at price,Cost per item,Charge tax,Tax code,Unit price total measure,Unit price total measure unit,Unit price base measure,Unit price base measure unit,Inventory tracker,Inventory quantity,Continue selling when out of stock,Weight value (grams),Weight unit for display,Requires shipping,Fulfillment service,Gift card,SEO title,SEO description,Google Shopping / Google product category,Google Shopping / Condition,Collections
Chihiros AII 301 30cm Bluetooth,chihiros-aii-301-30cm-bluetooth,14W freshwater plant LED 30cm with built-in Bluetooth app control,Chihiros,Aquarium & Pond > Lighting,LED Aquarium Light,lighting;chihiros;plant;bluetooth;app,TRUE,Active,CHIAII301,,,,,,,,,,,770.53,950,592.25,TRUE,,,,,,shopify,10,DENY,180,g,TRUE,manual,FALSE,Chihiros AII 301 30cm Bluetooth | AquaCube South Africa,Shop Chihiros AII 301 30cm Bluetooth online. Quality aquarium equipment at competitive prices. Fast delivery SA-wide.,Pet Supplies > Fish Supplies > Aquarium Lighting,New,Lighting
Chihiros AII 361 36cm Bluetooth,chihiros-aii-361-36cm-bluetooth,15W freshwater plant LED 36cm with built-in Bluetooth control,Chihiros,Aquarium & Pond > Lighting,LED Aquarium Light,lighting;chihiros;plant;bluetooth;app,TRUE,Active,CHIAII361,,,,,,,,,,,889.53,1100,684.25,TRUE,,,,,,shopify,10,DENY,190,g,TRUE,manual,FALSE,Chihiros AII 361 36cm Bluetooth | AquaCube South Africa,Shop Chihiros AII 361 36cm Bluetooth online. Quality aquarium equipment at competitive prices. Fast delivery SA-wide.,Pet Supplies > Fish Supplies > Aquarium Lighting,New,Lighting
Chihiros AII 451 45cm Bluetooth,chihiros-aii-451-45cm-bluetooth,21W freshwater plant LED 45cm with Bluetooth control,Chihiros,Aquarium & Pond > Lighting,LED Aquarium Light,lighting;chihiros;plant;bluetooth;app,TRUE,Active,CHIAII451,,,,,,,,,,,964.28,1200,741.75,TRUE,,,,,,shopify,10,DENY,200,g,TRUE,manual,FALSE,Chihiros AII 451 45cm Bluetooth | AquaCube South Africa,Shop Chihiros AII 451 45cm Bluetooth online. Quality aquarium equipment at competitive prices. Fast delivery SA-wide.,Pet Supplies > Fish Supplies > Aquarium Lighting,New,Lighting
Chihiros AII 601 60cm Bluetooth,chihiros-aii-601-60cm-bluetooth,26W freshwater plant LED 60cm with Bluetooth app control,Chihiros,Aquarium & Pond > Lighting,LED Aquarium Light,lighting;chihiros;plant;bluetooth;app,TRUE,Active,CHIAII601,,,,,,,,,,,1143.68,1400,879.75,TRUE,,,,,,shopify,10,DENY,220,g,TRUE,manual,FALSE,Chihiros AII 601 60cm Bluetooth | AquaCube South Africa,Shop Chihiros AII 601 60cm Bluetooth online. Quality aquarium equipment at competitive prices. Fast delivery SA-wide.,Pet Supplies > Fish Supplies > Aquarium Lighting,New,Lighting
Chihiros AII 801 80cm Bluetooth,chihiros-aii-801-80cm-bluetooth,32W freshwater plant LED 80cm with Bluetooth control,Chihiros,Aquarium & Pond > Lighting,LED Aquarium Light,lighting;chihiros;plant;bluetooth;app,TRUE,Active,CHIAII801,,,,,,,,,,,1308.13,1600,1006.25,TRUE,,,,,,shopify,10,DENY,240,g,TRUE,manual,FALSE,Chihiros AII 801 80cm Bluetooth | AquaCube South Africa,Shop Chihiros AII 801 80cm Bluetooth online. Quality aquarium equipment at competitive prices. Fast delivery SA-wide.,Pet Supplies > Fish Supplies > Aquarium Lighting,New,Lighting
Chihiros AII 901 90cm Bluetooth,chihiros-aii-901-90cm-bluetooth,40W freshwater plant LED 90cm with Bluetooth app control,Chihiros,Aquarium & Pond > Lighting,LED Aquarium Light,lighting;chihiros;plant;bluetooth;app,TRUE,Active,CHIAII901,,,,,,,,,,,1420.25,1750,1092.50,TRUE,,,,,,shopify,10,DENY,260,g,TRUE,manual,FALSE,Chihiros AII 901 90cm Bluetooth | AquaCube South Africa,Shop Chihiros AII 901 90cm Bluetooth online. Quality aquarium equipment at competitive prices. Fast delivery SA-wide.,Pet Supplies > Fish Supplies > Aquarium Lighting,New,Lighting
Chihiros AII 1201 120cm Bluetooth,chihiros-aii-1201-120cm-bluetooth,58W freshwater plant LED 120cm with Bluetooth control,Chihiros,Aquarium & Pond > Lighting,LED Aquarium Light,lighting;chihiros;plant;bluetooth;app,TRUE,Active,CHIAII1201,,,,,,,,,,,1973.40,2400,1518.00,TRUE,,,,,,shopify,10,DENY,300,g,TRUE,manual,FALSE,Chihiros AII 1201 120cm Bluetooth | AquaCube South Africa,Shop Chihiros AII 1201 120cm Bluetooth online. Quality aquarium equipment at competitive prices. Fast delivery SA-wide.,Pet Supplies > Fish Supplies > Aquarium Lighting,New,Lighting
Chihiros WRGB II SLIM 30 Plant,chihiros-wrgb-ii-slim-30-plant,23W freshwater WRGB plant LED 30cm with Bluetooth,Chihiros,Aquarium & Pond > Lighting,LED Aquarium Light,lighting;chihiros;plant;rgb;bluetooth,TRUE,Active,CHIWRGB2S30,,,,,,,,,,,1233.38,1500,948.75,TRUE,,,,,,shopify,10,DENY,200,g,TRUE,manual,FALSE,Chihiros WRGB II SLIM 30 Plant | AquaCube South Africa,Shop Chihiros WRGB II SLIM 30 Plant online. Quality aquarium equipment at competitive prices. Fast delivery SA-wide.,Pet Supplies > Fish Supplies > Aquarium Lighting,New,Lighting
Chihiros WRGB II SLIM 45 Plant,chihiros-wrgb-ii-slim-45-plant,35W freshwater WRGB plant LED 45cm with Bluetooth,Chihiros,Aquarium & Pond > Lighting,LED Aquarium Light,lighting;chihiros;plant;rgb;bluetooth,TRUE,Active,CHIWRGB2S45,,,,,,,,,,,1486.23,1820,1143.25,TRUE,,,,,,shopify,10,DENY,220,g,TRUE,manual,FALSE,Chihiros WRGB II SLIM 45 Plant | AquaCube South Africa,Shop Chihiros WRGB II SLIM 45 Plant online. Quality aquarium equipment at competitive prices. Fast delivery SA-wide.,Pet Supplies > Fish Supplies > Aquarium Lighting,New,Lighting
Chihiros WRGB II SLIM 60 Plant,chihiros-wrgb-ii-slim-60-plant,45W freshwater WRGB plant LED 60cm with Bluetooth,Chihiros,Aquarium & Pond > Lighting,LED Aquarium Light,lighting;chihiros;plant;rgb;bluetooth,TRUE,Active,CHIWRGB2S60,,,,,,,,,,,2317.25,2850,1782.50,TRUE,,,,,,shopify,10,DENY,250,g,TRUE,manual,FALSE,Chihiros WRGB II SLIM 60 Plant | AquaCube South Africa,Shop Chihiros WRGB II SLIM 60 Plant online. Quality aquarium equipment at competitive prices. Fast delivery SA-wide.,Pet Supplies > Fish Supplies > Aquarium Lighting,New,Lighting
Chihiros WRGB II SLIM 90 Plant,chihiros-wrgb-ii-slim-90-plant,69W freshwater WRGB plant LED 90cm with Bluetooth,Chihiros,Aquarium & Pond > Lighting,LED Aquarium Light,lighting;chihiros;plant;rgb;bluetooth,TRUE,Active,CHIWRGB2S90,,,,,,,,,,,2765.75,3380,2127.50,TRUE,,,,,,shopify,10,DENY,280,g,TRUE,manual,FALSE,Chihiros WRGB II SLIM 90 Plant | AquaCube South Africa,Shop Chihiros WRGB II SLIM 90 Plant online. Quality aquarium equipment at competitive prices. Fast delivery SA-wide.,Pet Supplies > Fish Supplies > Aquarium Lighting,New,Lighting
Chihiros WRGB II SLIM 120 Plant,chihiros-wrgb-ii-slim-120-plant,90W freshwater WRGB plant LED 120cm with Bluetooth,Chihiros,Aquarium & Pond > Lighting,LED Aquarium Light,lighting;chihiros;plant;rgb;bluetooth,TRUE,Active,CHIWRGB2S120,,,,,,,,,,,3662.75,4480,2817.50,TRUE,,,,,,shopify,10,DENY,320,g,TRUE,manual,FALSE,Chihiros WRGB II SLIM 120 Plant | AquaCube South Africa,Shop Chihiros WRGB II SLIM 120 Plant online. Quality aquarium equipment at competitive prices. Fast delivery SA-wide.,Pet Supplies > Fish Supplies > Aquarium Lighting,New,Lighting
Chihiros CII RGB Plant,chihiros-cii-rgb-plant,20W freshwater plant RGB LED with built-in Bluetooth controller,Chihiros,Aquarium & Pond > Lighting,LED Aquarium Light,lighting;chihiros;plant;rgb;controller,TRUE,Active,CHICII,,,,,,,,,,,1868.75,2300,1437.50,TRUE,,,,,,shopify,10,DENY,220,g,TRUE,manual,FALSE,Chihiros CII RGB Plant | AquaCube South Africa,Shop Chihiros CII RGB Plant online. Quality aquarium equipment at competitive prices. Fast delivery SA-wide.,Pet Supplies > Fish Supplies > Aquarium Lighting,New,Lighting
Chihiros Z Light Tiny 6W LED,chihiros-z-light-tiny-6w-led,6W compact zoom LED light with app control - perfect for small tanks,Chihiros,Aquarium & Pond > Lighting,LED Aquarium Light,lighting;chihiros;small;compact;app,TRUE,Active,CHIZLIGHT,,,,,,,,,,,654.81,800,503.70,TRUE,,,,,,shopify,10,DENY,150,g,TRUE,manual,FALSE,Chihiros Z Light Tiny 6W LED | AquaCube South Africa,Shop Chihiros Z Light Tiny 6W LED online. Quality aquarium equipment at competitive prices. Fast delivery SA-wide.,Pet Supplies > Fish Supplies > Aquarium Lighting,New,Lighting
Chihiros RGB VIVID MINI 75W Plant,chihiros-rgb-vivid-mini-75w-plant,75W premium freshwater RGB plant LED with full spectrum,Chihiros,Aquarium & Pond > Lighting,LED Aquarium Light,lighting;chihiros;plant;rgb;premium,TRUE,Active,CHIRGBVIVID,,,,,,,,,,,4111.25,5050,3162.50,TRUE,,,,,,shopify,10,DENY,300,g,TRUE,manual,FALSE,Chihiros RGB VIVID MINI 75W Plant | AquaCube South Africa,Shop Chihiros RGB VIVID MINI 75W Plant online. Quality aquarium equipment at competitive prices. Fast delivery SA-wide.,Pet Supplies > Fish Supplies > Aquarium Lighting,New,Lighting
Chihiros RGB VIVID II 10th Edition 130W,chihiros-rgb-vivid-ii-10th-edition-130w,130W 10th anniversary RGB plant LED with Bluetooth,Chihiros,Aquarium & Pond > Lighting,LED Aquarium Light,lighting;chihiros;plant;rgb;anniversary,TRUE,Active,CHIRGBVIVID2,,,,,,,,,,,6802.25,8350,5232.50,TRUE,,,,,,shopify,10,DENY,350,g,TRUE,manual,FALSE,Chihiros RGB VIVID II 10th Edition 130W | AquaCube South Africa,Shop Chihiros RGB VIVID II 10th Edition 130W online. Quality aquarium equipment at competitive prices. Fast delivery SA-wide.,Pet Supplies > Fish Supplies > Aquarium Lighting,New,Lighting
Chihiros WRGB VIVID3 BLACK 180W,chihiros-wrgb-vivid3-black-180w,180W premium WRGB plant LED - black model,Chihiros,Aquarium & Pond > Lighting,LED Aquarium Light,lighting;chihiros;plant;rgb;premium,TRUE,Active,CHIWRGBVIVID3,,,,,,,,,,,8147.75,10000,6267.50,TRUE,,,,,,shopify,10,DENY,400,g,TRUE,manual,FALSE,Chihiros WRGB VIVID3 BLACK 180W | AquaCube South Africa,Shop Chihiros WRGB VIVID3 BLACK 180W online. Quality aquarium equipment at competitive prices. Fast delivery SA-wide.,Pet Supplies > Fish Supplies > Aquarium Lighting,New,Lighting
Chihiros WRGB2 PRO 60 74W Plant,chihiros-wrgb2-pro-60-74w-plant,74W professional WRGB plant LED 60cm with Bluetooth,Chihiros,Aquarium & Pond > Lighting,LED Aquarium Light,lighting;chihiros;plant;rgb;pro,TRUE,Active,CHIWRGB2P60,,,,,,,,,,,4410.25,5400,3392.50,TRUE,,,,,,shopify,10,DENY,300,g,TRUE,manual,FALSE,Chihiros WRGB2 PRO 60 74W Plant | AquaCube South Africa,Shop Chihiros WRGB2 PRO 60 74W Plant online. Quality aquarium equipment at competitive prices. Fast delivery SA-wide.,Pet Supplies > Fish Supplies > Aquarium Lighting,New,Lighting
Chihiros WRGB2 PRO 90 110W Plant,chihiros-wrgb2-pro-90-110w-plant,110W professional WRGB plant LED 90cm with Bluetooth,Chihiros,Aquarium & Pond > Lighting,LED Aquarium Light,lighting;chihiros;plant;rgb;pro,TRUE,Active,CHIWRGB2P90,,,,,,,,,,,5905.25,7250,4542.50,TRUE,,,,,,shopify,10,DENY,350,g,TRUE,manual,FALSE,Chihiros WRGB2 PRO 90 110W Plant | AquaCube South Africa,Shop Chihiros WRGB2 PRO 90 110W Plant online. Quality aquarium equipment at competitive prices. Fast delivery SA-wide.,Pet Supplies > Fish Supplies > Aquarium Lighting,New,Lighting
Chihiros WRGB2 PRO 120 138W Plant,chihiros-wrgb2-pro-120-138w-plant,138W professional WRGB plant LED 120cm with Bluetooth,Chihiros,Aquarium & Pond > Lighting,LED Aquarium Light,lighting;chihiros;plant;rgb;pro,TRUE,Active,CHIWRGB2P120,,,,,,,,,,,7400.25,9100,5692.50,TRUE,,,,,,shopify,10,DENY,400,g,TRUE,manual,FALSE,Chihiros WRGB2 PRO 120 138W Plant | AquaCube South Africa,Shop Chihiros WRGB2 PRO 120 138W Plant online. Quality aquarium equipment at competitive prices. Fast delivery SA-wide.,Pet Supplies > Fish Supplies > Aquarium Lighting,New,Lighting
Aquapro N Series CO2 Regulator,aquapro-n-series-co2-regulator,Dual gauge CO2 regulator with smart motor for precision gas control,Aquapro,Aquarium & Pond > CO2,CO2 Regulator,co2;aquapro;regulator;dual-gauge,TRUE,Active,AQUAPRON2REG,,,,,,,,,,,1038.93,1300,799.25,TRUE,,,,,,shopify,10,DENY,250,g,TRUE,manual,FALSE,Aquapro N Series CO2 Regulator | AquaCube South Africa,Shop Aquapro N Series CO2 Regulator online. Quality aquarium equipment at competitive prices. Fast delivery SA-wide.,Pet Supplies > Fish Supplies > Aquarium Filters & Media,New,CO2 & Dosing
Chihiros Tiny CO2 Diffuser,chihiros-tiny-co2-diffuser,Compact CO2 diffuser for precise gas distribution,Chihiros,Aquarium & Pond > CO2,CO2 Diffuser,co2;chihiros;diffuser;compact,TRUE,Active,CHITINYCO2,,,,,,,,,,,156.98,200,120.75,TRUE,,,,,,shopify,10,DENY,80,g,TRUE,manual,FALSE,Chihiros Tiny CO2 Diffuser | AquaCube South Africa,Shop Chihiros Tiny CO2 Diffuser online. Quality aquarium equipment at competitive prices. Fast delivery SA-wide.,Pet Supplies > Fish Supplies > Aquarium Filters & Media,New,CO2 & Dosing
Chihiros CO2 Regulator,chihiros-co2-regulator,Professional CO2 regulator system for planted aquariums,Chihiros,Aquarium & Pond > CO2,CO2 Regulator,co2;chihiros;regulator,TRUE,Active,CHICO2REG,,,,,,,,,,,1270.75,1600,977.50,TRUE,,,,,,shopify,10,DENY,220,g,TRUE,manual,FALSE,Chihiros CO2 Regulator | AquaCube South Africa,Shop Chihiros CO2 Regulator online. Quality aquarium equipment at competitive prices. Fast delivery SA-wide.,Pet Supplies > Fish Supplies > Aquarium Filters & Media,New,CO2 & Dosing
Chihiros CO2 Regulator PRO,chihiros-co2-regulator-pro,Premium CO2 regulator with advanced gas control features,Chihiros,Aquarium & Pond > CO2,CO2 Regulator,co2;chihiros;regulator;pro,TRUE,Active,CHICO2REGPRO,,,,,,,,,,,2429.38,3000,1868.75,TRUE,,,,,,shopify,10,DENY,260,g,TRUE,manual,FALSE,Chihiros CO2 Regulator PRO | AquaCube South Africa,Shop Chihiros CO2 Regulator PRO online. Quality aquarium equipment at competitive prices. Fast delivery SA-wide.,Pet Supplies > Fish Supplies > Aquarium Filters & Media,New,CO2 & Dosing
Chihiros CO2 Manifold Block,chihiros-co2-manifold-block,Manifold block for CO2 regulator systems - split CO2 to multiple lines,Chihiros,Aquarium & Pond > CO2,CO2 Accessory,co2;chihiros;manifold;splitter,TRUE,Active,CHIMANIFOLDB,,,,,,,,,,,366.28,450,281.75,TRUE,,,,,,shopify,10,DENY,100,g,TRUE,manual,FALSE,Chihiros CO2 Manifold Block | AquaCube South Africa,Shop Chihiros CO2 Manifold Block online. Quality aquarium equipment at competitive prices. Fast delivery SA-wide.,Pet Supplies > Fish Supplies > Aquarium Filters & Media,New,CO2 & Dosing
Chihiros CO2 Generator Kit 2.5L,chihiros-co2-generator-kit-25l,Complete 2.5L CO2 generator kit for planted tanks,Chihiros,Aquarium & Pond > CO2,CO2 Generator,co2;chihiros;generator;kit,TRUE,Active,CHICO2GENKIT,,,,,,,,,,,3064.75,3750,2357.50,TRUE,,,,,,shopify,10,DENY,400,g,TRUE,manual,FALSE,Chihiros CO2 Generator Kit 2.5L | AquaCube South Africa,Shop Chihiros CO2 Generator Kit 2.5L online. Quality aquarium equipment at competitive prices. Fast delivery SA-wide.,Pet Supplies > Fish Supplies > Aquarium Filters & Media,New,CO2 & Dosing
