Title,URL handle,Description,Vendor,Product category,Type,Tags,Published on online store,Status,SKU,Barcode,Option1 name,Option1 value,Option1 Linked To,Option2 name,Option2 value,Option2 Linked To,Option3 name,Option3 value,Option3 Linked To,Price,Compare-at price,Cost per item,Charge tax,Tax code,Unit price total measure,Unit price total measure unit,Unit price base measure,Unit price base measure unit,Inventory tracker,Inventory quantity,Continue selling when out of stock,Weight value (grams),Weight unit for display,Requires shipping,Fulfillment service,Gift card,SEO title,SEO description,Google Shopping / Google product category,Google Shopping / Condition,Collections
DR Tank T1 BioBacter Tabs,dr-tank-t1-biobacter-tabs,Bio-bacteria tablet treatment tabs,DRTank,Aquarium & Pond > Water Treatment,Bio Treatment,bacteria;treatment;dr-tank;t1;tabs,TRUE,Active,DRTANKT1,,,,,,,,,,,52.33,66,40.25,TRUE,,,,,,shopify,10,DENY,150,g,TRUE,manual,FALSE,DR Tank T1 BioBacter Tabs | AquaCube South Africa,Shop DR Tank T1 BioBacter Tabs online. Quality aquarium equipment at competitive prices. Fast delivery SA-wide.,Pet Supplies > Fish Supplies > Aquarium Water Treatment,New,Water Treatment
DR Tank T2 ChlorFree Tabs,dr-tank-t2-chlorfree-tabs,Chlorine remover tablets,DRTank,Aquarium & Pond > Water Treatment,Water Treatment,water;treatment;dr-tank;t2;tabs,TRUE,Active,DRTANKT2,,,,,,,,,,,52.33,66,40.25,TRUE,,,,,,shopify,10,DENY,150,g,TRUE,manual,FALSE,DR Tank T2 ChlorFree Tabs | AquaCube South Africa,Shop DR Tank T2 ChlorFree Tabs online. Quality aquarium equipment at competitive prices. Fast delivery SA-wide.,Pet Supplies > Fish Supplies > Aquarium Water Treatment,New,Water Treatment
DR Tank T3-2 CO2 Fertilizer Tabs 100pcs,dr-tank-t3-2-co2-fertilizer-tabs-100pcs,CO2 enrichment tablet 100 piece pack,DRTank,Aquarium & Pond > Water Treatment,CO2 Treatment,co2;fertilizer;dr-tank;t3;tabs,TRUE,Active,DRTANKT3,,,,,,,,,,,89.70,114,69.00,TRUE,,,,,,shopify,10,DENY,200,g,TRUE,manual,FALSE,DR Tank T3-2 CO2 Fertilizer Tabs 100pcs | AquaCube South Africa,Shop DR Tank T3-2 CO2 Fertilizer Tabs 100pcs online. Quality aquarium equipment at competitive prices. Fast delivery SA-wide.,Pet Supplies > Fish Supplies > Aquarium Water Treatment,New,Water Treatment
DR Tank T4 Black Brush Algae Remover Tabs,dr-tank-t4-black-brush-algae-remover-tabs,Black brush algae removal tablets,DRTank,Aquarium & Pond > Water Treatment,Algae Control,algae;treatment;dr-tank;t4;tabs;bba,TRUE,Active,DRTANKT4,,,,,,,,,,,89.70,114,69.00,TRUE,,,,,,shopify,10,DENY,200,g,TRUE,manual,FALSE,DR Tank T4 Black Brush Algae Remover Tabs | AquaCube South Africa,Shop DR Tank T4 Black Brush Algae Remover Tabs online. Quality aquarium equipment at competitive prices. Fast delivery SA-wide.,Pet Supplies > Fish Supplies > Aquarium Water Treatment,New,Water Treatment
DR Tank T5 Algae Remover Tabs,dr-tank-t5-algae-remover-tabs,General algae removal tablets,DRTank,Aquarium & Pond > Water Treatment,Algae Control,algae;treatment;dr-tank;t5;tabs,TRUE,Active,DRTANKT5,,,,,,,,,,,74.75,95,57.50,TRUE,,,,,,shopify,10,DENY,150,g,TRUE,manual,FALSE,DR Tank T5 Algae Remover Tabs | AquaCube South Africa,Shop DR Tank T5 Algae Remover Tabs online. Quality aquarium equipment at competitive prices. Fast delivery SA-wide.,Pet Supplies > Fish Supplies > Aquarium Water Treatment,New,Water Treatment
DR Tank T6 Crystal Water Tabs,dr-tank-t6-crystal-water-tabs,Water clarity enhancement tablets,DRTank,Aquarium & Pond > Water Treatment,Water Treatment,water;treatment;dr-tank;t6;tabs;clarity,TRUE,Active,DRTANKT6,,,,,,,,,,,89.70,114,69.00,TRUE,,,,,,shopify,10,DENY,200,g,TRUE,manual,FALSE,DR Tank T6 Crystal Water Tabs | AquaCube South Africa,Shop DR Tank T6 Crystal Water Tabs online. Quality aquarium equipment at competitive prices. Fast delivery SA-wide.,Pet Supplies > Fish Supplies > Aquarium Water Treatment,New,Water Treatment
DR Tank T7 Snail Remover Tabs,dr-tank-t7-snail-remover-tabs,Snail pest removal tablets,DRTank,Aquarium & Pond > Water Treatment,Pest Control,pest;treatment;dr-tank;t7;tabs;snail,TRUE,Active,DRTANKT7,,,,,,,,,,,89.70,114,69.00,TRUE,,,,,,shopify,10,DENY,200,g,TRUE,manual,FALSE,DR Tank T7 Snail Remover Tabs | AquaCube South Africa,Shop DR Tank T7 Snail Remover Tabs online. Quality aquarium equipment at competitive prices. Fast delivery SA-wide.,Pet Supplies > Fish Supplies > Aquarium Water Treatment,New,Water Treatment
DR Tank T8 Blue Green Algae ZERO Tabs,dr-tank-t8-blue-green-algae-zero-tabs,Blue green algae removal tablets,DRTank,Aquarium & Pond > Water Treatment,Algae Control,algae;treatment;dr-tank;t8;tabs;bga,TRUE,Active,DRTANKT8,,,,,,,,,,,89.70,114,69.00,TRUE,,,,,,shopify,10,DENY,200,g,TRUE,manual,FALSE,DR Tank T8 Blue Green Algae ZERO Tabs | AquaCube South Africa,Shop DR Tank T8 Blue Green Algae ZERO Tabs online. Quality aquarium equipment at competitive prices. Fast delivery SA-wide.,Pet Supplies > Fish Supplies > Aquarium Water Treatment,New,Water Treatment
DR Tank T9 Planarian Zero Tabs,dr-tank-t9-planarian-zero-tabs,Planarian flatworm removal tablets,DRTank,Aquarium & Pond > Water Treatment,Pest Control,pest;treatment;dr-tank;t9;tabs;planarian,TRUE,Active,DRTANKT9,,,,,,,,,,,89.70,114,69.00,TRUE,,,,,,shopify,10,DENY,200,g,TRUE,manual,FALSE,DR Tank T9 Planarian Zero Tabs | AquaCube South Africa,Shop DR Tank T9 Planarian Zero Tabs online. Quality aquarium equipment at competitive prices. Fast delivery SA-wide.,Pet Supplies > Fish Supplies > Aquarium Water Treatment,New,Water Treatment
DR Tank T12 White Spot OUT Tabs,dr-tank-t12-white-spot-out-tabs,White spot disease removal tablets,DRTank,Aquarium & Pond > Water Treatment,Fish Health,health;treatment;dr-tank;t12;tabs,TRUE,Active,DRTANKT12,,,,,,,,,,,97.18,123,74.75,TRUE,,,,,,shopify,10,DENY,200,g,TRUE,manual,FALSE,DR Tank T12 White Spot OUT Tabs | AquaCube South Africa,Shop DR Tank T12 White Spot OUT Tabs online. Quality aquarium equipment at competitive prices. Fast delivery SA-wide.,Pet Supplies > Fish Supplies > Aquarium Water Treatment,New,Water Treatment
DR Tank T13 Fish Waste Removal Tabs,dr-tank-t13-fish-waste-removal-tabs,Fish waste and waste removal tablets,DRTank,Aquarium & Pond > Water Treatment,Water Treatment,water;treatment;dr-tank;t13;tabs;waste,TRUE,Active,DRTANKT13,,,,,,,,,,,97.18,123,74.75,TRUE,,,,,,shopify,10,DENY,200,g,TRUE,manual,FALSE,DR Tank T13 Fish Waste Removal Tabs | AquaCube South Africa,Shop DR Tank T13 Fish Waste Removal Tabs online. Quality aquarium equipment at competitive prices. Fast delivery SA-wide.,Pet Supplies > Fish Supplies > Aquarium Water Treatment,New,Water Treatment
DR Tank EXG50 Fast Growth Tabs,dr-tank-exg50-fast-growth-tabs,Fast growth tablet for 0-3 months,DRTank,Aquarium & Pond > Water Treatment,Growth Treatment,growth;treatment;dr-tank;exg50;tabs,TRUE,Active,DRTANKEXG50,,,,,,,,,,,97.18,123,74.75,TRUE,,,,,,shopify,10,DENY,200,g,TRUE,manual,FALSE,DR Tank EXG50 Fast Growth Tabs | AquaCube South Africa,Shop DR Tank EXG50 Fast Growth Tabs online. Quality aquarium equipment at competitive prices. Fast delivery SA-wide.,Pet Supplies > Fish Supplies > Aquarium Water Treatment,New,Water Treatment
DR Tank EXV50 Slower Growth Tabs,dr-tank-exv50-slower-growth-tabs,Maintenance tablet for 3+ months,DRTank,Aquarium & Pond > Water Treatment,Growth Treatment,growth;treatment;dr-tank;exv50;tabs;maintenance,TRUE,Active,DRTANKEXV50,,,,,,,,,,,97.18,123,74.75,TRUE,,,,,,shopify,10,DENY,200,g,TRUE,manual,FALSE,DR Tank EXV50 Slower Growth Tabs | AquaCube South Africa,Shop DR Tank EXV50 Slower Growth Tabs online. Quality aquarium equipment at competitive prices. Fast delivery SA-wide.,Pet Supplies > Fish Supplies > Aquarium Water Treatment,New,Water Treatment
DR Tank BioBacteria Stick,dr-tank-biobacteria-stick,Bio-bacteria stick for nitrogen cycle,DRTank,Aquarium & Pond > Water Treatment,Bio Treatment,bacteria;treatment;dr-tank;stick;bio,TRUE,Active,DRTANKBIO,,,,,,,,,,,97.18,123,74.75,TRUE,,,,,,shopify,10,DENY,150,g,TRUE,manual,FALSE,DR Tank BioBacteria Stick | AquaCube South Africa,Shop DR Tank BioBacteria Stick online. Quality aquarium equipment at competitive prices. Fast delivery SA-wide.,Pet Supplies > Fish Supplies > Aquarium Water Treatment,New,Water Treatment
DR Tank Sprout Stick,dr-tank-sprout-stick,Plant sprouting growth stick,DRTank,Aquarium & Pond > Water Treatment,Growth Treatment,growth;treatment;dr-tank;stick;sprout,TRUE,Active,DRTANKSPROUT,,,,,,,,,,,97.18,123,74.75,TRUE,,,,,,shopify,10,DENY,150,g,TRUE,manual,FALSE,DR Tank Sprout Stick | AquaCube South Africa,Shop DR Tank Sprout Stick online. Quality aquarium equipment at competitive prices. Fast delivery SA-wide.,Pet Supplies > Fish Supplies > Aquarium Water Treatment,New,Water Treatment
DR Tank Vivid Stick,dr-tank-vivid-stick,Color enhancement stick for plants,DRTank,Aquarium & Pond > Water Treatment,Color Treatment,color;treatment;dr-tank;stick;vivid,TRUE,Active,DRTANKVIVID,,,,,,,,,,,97.18,123,74.75,TRUE,,,,,,shopify,10,DENY,150,g,TRUE,manual,FALSE,DR Tank Vivid Stick | AquaCube South Africa,Shop DR Tank Vivid Stick online. Quality aquarium equipment at competitive prices. Fast delivery SA-wide.,Pet Supplies > Fish Supplies > Aquarium Water Treatment,New,Water Treatment
DR Tank Iron Stick,dr-tank-iron-stick,Iron enrichment stick for plants,DRTank,Aquarium & Pond > Water Treatment,Nutrient Treatment,nutrient;treatment;dr-tank;stick;iron,TRUE,Active,DRTANKIRON,,,,,,,,,,,97.18,123,74.75,TRUE,,,,,,shopify,10,DENY,150,g,TRUE,manual,FALSE,DR Tank Iron Stick | AquaCube South Africa,Shop DR Tank Iron Stick online. Quality aquarium equipment at competitive prices. Fast delivery SA-wide.,Pet Supplies > Fish Supplies > Aquarium Water Treatment,New,Water Treatment
DR Tank Track Stick,dr-tank-track-stick,Trace element enrichment stick,DRTank,Aquarium & Pond > Water Treatment,Nutrient Treatment,nutrient;treatment;dr-tank;stick;trace,TRUE,Active,DRTANKTRACK,,,,,,,,,,,97.18,123,74.75,TRUE,,,,,,shopify,10,DENY,150,g,TRUE,manual,FALSE,DR Tank Track Stick | AquaCube South Africa,Shop DR Tank Track Stick online. Quality aquarium equipment at competitive prices. Fast delivery SA-wide.,Pet Supplies > Fish Supplies > Aquarium Water Treatment,New,Water Treatment
Dr TANK N Nitrogen Tabs,dr-tank-n-nitrogen-tabs,Nitrogen tablet supplement,DRTank,Aquarium & Pond > Water Treatment,Nutrient Treatment,nutrient;treatment;dr-tank;nitrogen;tabs,TRUE,Active,DRTANKN,,,,,,,,,,,74.75,95,57.50,TRUE,,,,,,shopify,10,DENY,150,g,TRUE,manual,FALSE,Dr TANK N Nitrogen Tabs | AquaCube South Africa,Shop Dr TANK N Nitrogen Tabs online. Quality aquarium equipment at competitive prices. Fast delivery SA-wide.,Pet Supplies > Fish Supplies > Aquarium Water Treatment,New,Water Treatment
